username,sold_price,designer,score,transaction,category_1,category_2,category_3,description,sub_title,image_count,size,color,condition,feedback_count
Nicedigs,53,Band Tees x Vintage,5,210,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Original - dated 2002.
Good condition. The tee has a small amount of bleeding from the tie dye in addition to light fading and wear.
The tag is cut out but it fits size XL or XXL best.
The measurements are as follows:
Length: 32 inches
Pit to Pit: 23.5 inches
Please allow 2-3 business days for handling before shipment. Canadian parcels are shipped expedited w/tracking and arrive within 3 business days. United States parcels include with tracking and typically arrive in 7-10 business days.
All items are in ""vintage"" condition unless otherwise stated, meaning there may be small rips, tears, stains etc that are not disclosed/pictured. Any notable damage (i.e. large tears, alterations, repairs etc.) will be disclosed to the best of our ability.",Vintage Y2K The Rolling Stones Tie Dye T-Shirt,6,Men's / US XL / EU 56 / 4,Tie dye,Used,96
HypnoFrog,70,Band Tees x Rock T Shirt,5,1207,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"vintage 2006 Altered States designer gene pool t-shirt .
New condition.
Size Xl .
Length 77 cm
Shoulders 58 cm
Sleeves 21 cm
Pit to pit 61 cm",Vintage 2006 Altered States designer gene pool t-shirt,5,Men's / US XL / EU 56 / 4,Black,Gently Used,476
Borchyk,120,Band Tees x Brockum,5,527,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"FOLLOW MY SHOP AND THIS LOT HAVE REGULAR THE PRICE DROP
Carefully check our flat lay measursements and compare to your closet thet fits you, dont measured by tag.Also I can make detailed photos.
Size on Tag:
Details Measurement
shoulder width: 54 cm
sleeves from the shoulder:
chest width: 54 cm
lenght: 74 cm",Faith No More 1992 vintage rock band overprinted tee,7,Men's / US XL / EU 56 / 4,Black,Worn,128
RescuedClothing,209,Band Tees x Nirvana,5,272,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Crazy Bootleg Nirvana Tee
Great Condition",Bootleg Vintage Nirvana Tee Single Stitch Krt Cobain Shirt,5,Men's / US XL / EU 56 / 4,White,Gently Used,55
bambo_shop,30,Band Tees x Rock Band,5,94,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Please subscribe to my store
Regular price drop and new item’s
Size - XL
Condition:
Used. Has sign of wear
Please check all my pics
If needed - i can make detailed photos
Before buying, I ask you to familiarize yourself with all the details in detail if you have any questions, then ask them before buying, and not after!!!",Anathema vintage T-shirt,20,Men's / US XL / EU 56 / 4,Grey,Used,25
DieHardVintage,90,Band Tees x Very Rare,5,384,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Xl Size
Good cond
Feel free to ask",Rare Vintage 90s Cannibal Corpse Death Metal Band T Shirt,3,Men's / US XL / EU 56 / 4,Black,Gently Used,133
AgentThrift,19,Band Tees x The Rolling Stones,5,2914,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Rolling Stones Lips Rock Band T-Shirt
Size: XL
Chest: 23""
Length: 26""
Gray short sleeve crewneck t-shirt by The Rolling Stones with classic red Lips graphic. Boxy oversized fit.
Free US shipping
Preowned clothing may have flaws. Please check all pictures and ask any questions prior to purchase. All sales are final.
Check out our other listings to bundle and save! We have hundreds of vintage graphic tees in all sizes and styles.
Follow us to catch new drops - steals posted daily!
Thanks for shopping sustainably!
Tags: grunge skater punk basic",Rolling Stones Lips Rock Band T-Shirt,4,Men's / US XL / EU 56 / 4,Gray,Used,1105
tidehunter,50,Band Tees x Very Rare,5,11,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"‼️VERY RARE‼️ dead kennedys 80s too drunk to f**k
.
sz fit to small
single stitch
.
flaws :
cutted tag ex screen stars 80s
there”s pinholes and holes (see the picture details)
.
shipping from indonesia
no return / refund",80s dead kennedys too drunk to fuck vintage tee,4,Men's / US S / EU 44-46 / 1,Black,Worn,1
Borchyk,60,Band Tees x Tour Tee,5,527,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"FOLLOW MY SHOP AND THIS LOT HAVE REGULAR THE PRICE DROP
Carefully check our flat lay measursements and compare to your closet thet fits you, dont measured by tag.Also I can make detailed photos.
Size on Tag: L
Details Mesurement
shoulder width: 51 cm
sleeves from the shoulder:
chest width: 55 cm
lenght: 72 cm",Limp Bizkit 2010 vintage rock band tour tee,9,Men's / US L / EU 52-54 / 3,Black,Worn,128
Kasfa,82,Band Tees x Rock T Shirt,5,189,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Vintage Metallica
Size 2XL
Measurement 65 x 73
(NOTICE)
🔴Leave your phone number after purchase please🔴",Metallica Slayer Megadeth Nirvana The cure Cradle of filth,3,Men's / US XXL / EU 58 / 5,Black,Used,81
Dirt-tee,130,Band Tees x Rock Tees,5,31,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"⬇⬇PLS READ THE DETAILS DESCRIPTION BELOW
SIZE ON TAG : x LARGE
MEASUREMENTS : Pit to pit 24” inches, Shoulder to bottom 28” inches (Laying flat on the ground)
MADE IN : AUSTRALIA
CONDITION : 7/10
*Got multiples black stains on the shirt
*Got holes and No rips.
*Faded
THIS T- SHIRT / ITEM HAVE SIGNS OF WEAR/USED AND OTHER CHARACTERISTICS SIGN OF THE NATURE OF THE VINTAGE/USED PIECES. DO NOT EXPECT THE ITEM TO BE IN A MINT/PERFECT CONDITION. DO NOT RELY ON THE TAG SIZE AS PRE-WORN ITEM MAY HAVE BEEN ALTERED, STRETCHED, SHRUNK AND VINTAGE SIZES DO NOT DIRECTLY TRANSLATE MODERN SIZES. PLEASE CHECK OUT THE DETAILS AND PICTURES GIVEN OR DO ASK ANY QUESTION BEFORE PURCHASING IF THERES ANY INQUIRY. THANK YOU
*actual colour may be differ due to lightning effects
*Please leave your mobile number after purchasing for shipping process purpose.
ALL ITEMS WILL BE SHIPPED USING DHL EXPRESS WITH ESTIMATED TIME TO ARRIVE ARE WITHIN 3 - 7 DAYS DEPENDS ON THE LOCATION OF THE RECEIVER
further information kindly DM / Email us.",VINTAGE THE CURE DISTRESSED TEES,9,Men's / US XL / EU 56 / 4,Faded,Worn,18
WestDistrict,85,Band Tees x Vintage,5,445,Vintage Menswear,Vintage Tops,Vintage Sweatshirts Hoodies,"Vintage 1999/2000 Official Limp Bizkit Hoodie
Size XL
Deadstock new condition! Sourced from an old record shops storage that’s been in business since the 90s",RARE✨ 1999 Limp Bizkit Band Rock Hoodie Sweatshirt Y2K 00s,4,Men's / US XL / EU 56 / 4,Black,New,216
thriftflops,75,Band Tees x Vintage,5,45,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Vintage Meat Puppets promo shirt for 1995 album ""No Joke""
Size Large Nice Man tag (21.5""x29"")","1995 Meat Puppets ""No Joke"" shirt",6,Men's / US L / EU 52-54 / 3,Purple,Used,24
aidanfromny,25,Band Tees x Dead Kennedys,5,67,Dead Kennedys Menswear,Dead Kennedys Tops,Dead Kennedys Short Sleeve T Shirts,Fuck Kanye am I right?,Nazi Punks Fuck Off Tee,3,Men's / US XL / EU 56 / 4,Black,Used,27
captainnut,95,Band Tees x Rock Tees,5,32,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Vintage 311 Three Eleven Promo Band t shirt White LARGE Good Condition
Chest 21 - length 28.5
Single stitch on top and bottom
Overall condition is good 9/10.
Flaw - There is a crack on the screen and stains
VAT and fees are the buyer's responsibility (the price is based on the buyer's country).
Shipping Method:
All items sent to the USA are shipped by USPS Standard (7-12 Business days).
For worldwide shipping, you can choose whether standard or express shipping
Recommend : express shipping is much faster than standard shipping
Ship 1-3 Business days after cleared payment.
Payment Method: PayPal only
Please leave your phone number after cleared the payment.
No Refund / No Return
Please carefully read the description and look at all photos before purchasing.
Feel free to contact me with any questions regarding our items.",Vintage 311 Three Eleven Promo Band t shirt Large,6,Men's / US L / EU 52-54 / 3,White,Gently Used,12
EricoVintage,45,Band Tees x Rock T Shirt,5,136,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"→ Yes, we have the item
→ Yes, it's authentic
→ Yes, we stand behind what we sell.
I’m committed to a 5-star review. If something holds you back from that, I want to know the reason so I can address it. Thank you!
24.10.2022",Dark Throne Black Metal t shirt 2010s,5,Men's / US M / EU 48-50 / 2,Black,Used,26
athans,180,Band Tees x Vintage,5,846,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,Very rare early 90’s Slayer Live Undead shirt. This gem came right out of a big collectors stash. It was purchased around 1991 in Calgary. This is a beautiful shirt. It’s in very good condition with some wear and tear. The tag has been removed but that’s the only real damage. This is a true gem for any Slayer fans.,Vintage Slayer 90’s Live Undead Original Shirt,2,Men's / US XL / EU 56 / 4,Black,Used,369
Taylorsshirts,60,Band Tees x Made In Usa,5,7688,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"size: large
measurements: width 20.5”; length 26.5”
condition: 8/10
1/5/23",1998 Beastie Boys Hello Nasty Shirt,8,Men's / US L / EU 52-54 / 3,White,Used,3129
vi6emint,45,Band Tees x Stone Rose,5,182,Stone Rose Menswear,Stone Rose Tops,Stone Rose Short Sleeve T Shirts,"Condition 9/10
Size from tag L
Worldwide shipping:
USA/Europe 2-3 weeks
Australia 3-4 weeks
(Now can take longer due to war)
No Refund / No Return
Please check all details before purchasing and feel free to ask questions and offer different prices.",Stone Roses « Made of Stone » Gray T-Shirt,7,Men's / US L / EU 52-54 / 3,Gray,Gently Used,65
thriftvintageblame,88,Band Tees x Rock Tees,5,13,Vintage Womenswear,Vintage Tops,Vintage Tank Tops,"FALL OUT BOY TANK TOP SLEEVELESS ‼️‼️ BEST CONDITION LIKE NEW COLOUR REFER PIC
MEASUREMENTS
20x25 LENGTH
ARM PIT 20
LENGTH 25
BEST PRICE OFFER
BINDING ACCEPT
SHIP VIA DHL TQ",RARE🔥 FALL OUT BOY IS A GANG TANK TOP,6,Women's / M / US 6-8 / IT 42-44,Black,Used,8
maxsmirage,75,Band Tees x Streetwear,5,12,Vintage Menswear,Vintage Tops,Vintage Sweatshirts Hoodies,"Bjork Army Of Me Hoodie, purchased on her site a few years back. Only worn once on a car ride, near perfect condition 9.99/10
*Listening to all offers but lowballs will be blocked*",Bjork Army Of Me Hoodie,4,Men's / US M / EU 48-50 / 2,Red,Gently Used,3
ExtravaganzaVintage,50,Band Tees x Drain Gang,5,1002,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"VERY RARE! Vintage Zeneca T Shirt. It was released in early 90s, before Zeneca rebranded into nowadays AstraZeneca. Made In USA Signal Sport tag, single stitch. Slightly sun faded. Amazing piece for casual wearing. Can be worn as the reference to Salem band merchandise and their sought after «Souvenir Hoodie I Survived The Opioid Pandemic».
1",90s Zeneca Vintage Drugs Shirt like Salem Band,6,Men's / US XL / EU 56 / 4,Mint,Used,359
rimafair6991,38,Band Tees,,10,Band Tees Menswear,Band Tees Tops,Band Tees Short Sleeve T Shirts,"artist : deftones
article name : Around The Fur
condition : Brand New Original
size : M - L
tag : Gildan Softstyle
imported from : UK
for USA delivery 1 week after purchase",TSHIRT DEFTONES - ARROUND THE FUR 2022,4,Men's / US L / EU 52-54 / 3,Black,New,2
coldstorage_vtg,65,Band Tees x Harley Davidson,5,126,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Vintage Harley Davidson Iraq Emblem Tee
Size : LARGE
Measurements :
Pit to pit - 21in
Top to bottom - 28in
Condition : Good. No obvious signs of wear or notable flaws
-Great colors
-Good-quality piece and sun fading throughout
-Trendy and rare graphic on back
Tags : vintage, harley davidson, trendy, nascar, aop, liquid blue, all over, biker, leather, motorcycle, summer, winter, australia, crocodile dundee, kangaroo, nature, animal, sun faded, racing",Vintage Harley Davidson Iraq Emblem Tee,4,Men's / US L / EU 52-54 / 3,Black,Used,44
Closet23,37,Band Tees x LIL PEEP,5,90,Band Tees Menswear,Band Tees Tops,Band Tees Short Sleeve T Shirts,"Smokeasac Skull Tee (L)
White/ Print Skull & Sleeve Logo
Used/ Fading/ Signs of Wear",Smokeasac Skull Tee,3,Men's / US L / EU 52-54 / 3,White,Used,21
BerYorgG_59,53,Band Tees x Rock T Shirt,5,139,Vintage Menswear,Vintage Tops,Vintage Long Sleeve T Shirts,"THIS IS USED CLOTHING!!!
I ACEPT OFFERS
Look carefully at everything in the photo
Condition: 8/10
Size: M-L
📍Payment = Accept Paypal Only
📍Feel free to ask to ask anything about this or that - See my other ads :)
📍 I will answer anything in DM
ATTENTION:
❗️Please pay close attention to measurements provided.
❗️ I'M NOT RESPONSIBLE FOR SHIPPING DELAYS AS IT IS OUT OF OUR POWER TO AFFECT IT.
Do not rely on tag size as pre-worn items may have been altered, stretched or shrunk & vintage sizes do not directly translate the modern sizes.The best way to ensure a correct fit is to compare our measurements with the measurements of a similar item that you know fits vou well.
❗️And please take note,** i will not accept return if u cant fit it. As i already give my manual measurement. Please enlarge the photos for clearer image. (
‼️Please leave your phone number and email (IMPORTANT) on the note while make a purchase. Its more easy for shipping process.
HAPPY SHOPPING🤝😁",Vintage Hed Pe Shirt like Korn Limp Bizkit Linkin Park rare,6,Men's / US L / EU 52-54 / 3,Blue,Used,62
JimmysStreetwear,42,Band Tees x Streetwear,5,839,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"- Send an offer! I will most likely accept it!
- Each piece has its issues shown in pictures if any.
- When purchased the piece will be shipped in the next day or two.
- I am a trusted seller with over 700 sales and a 4.9-star rating.
- Message me for any questions about a piece and I will answer the best I can.
- If you want multiple pieces just message me to do a bundle deal.
- Returning customers/followers also get a discounted final price.",Vintage Streetwear Band King 810 Tour T-shirt,5,Men's / US L / EU 52-54 / 3,Black,Gently Used,352
,,,,,,,,,,1,,,,
Pacos_Bodega,49,Band Tees x Vintage,5,141,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Cracked graphic
No tag
Measurements listed. Fits like an M.",Phobia “What Went Wrong” Shirt,2,Men's / US M / EU 48-50 / 2,Black,Worn,68
AndresSeller,52,Band Tees x Garden,5,13,Thrift Menswear,Thrift Tops,Thrift Short Sleeve T Shirts,New The Garden Band Tee. Can ship same day .,The Garden Band Tee,4,Men's / US M / EU 48-50 / 2,Black,New,11
pushathrift,45,Band Tees x Rock T Shirt,5,267,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"worldwide shipping
if u get any questions about item, text me before purchasing
leave your phone number during purchase
and yeah.. check my other items !!!",vintage foo fighters echoes silence patience & grace tee,5,Men's / US M / EU 48-50 / 2,Coffee milk,Used,81
Taylorsshirts,135,Band Tees x Vintage,5,7688,Vintage Menswear,Vintage Tops,Vintage Long Sleeve T Shirts,"size: small
measurements: width 19”; length 26”
condition: 8/10
12/2/22",2004 Cradle of Filth Blue Grape Tee,4,Men's / US S / EU 44-46 / 1,Black,Used,3129
ExtravaganzaVintage,100,Band Tees x Rock T Shirt,5,1002,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"00s Vintage Darkthrone Shirt, fits Small. Please carefully check the actual measurements in this listing.
31",00s Darkthrone Vintage Metal Band T Shirt,6,Men's / US S / EU 44-46 / 1,Black,Used,359
ExtravaganzaVintage,56,Band Tees x Rock T Shirt,5,1002,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Vintage Burzum Shirt. Tag is cut, has one small hole under the sleeve. Please carefully check the actual measurements in this listing.",Burzum Black Metal Band T Shirt,11,Men's / US S / EU 44-46 / 1,Black,Used,359
sebmez,232,Band Tees x Vintage,5,38,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Tag reads: Anvil Size X-LARGE Made in USA
(check measurement below)
Measurement: Pit to Pit - 23 inches
Length (shoulder to end garment) - 30 Length
All measurements are taken with garment flat on the ground
Condition: 7/10 Vintage Condition. Single Stitched. Holes in the neck and pit. minor pin poles as well. fade graphic but good since age.
Sold as is. All Sales final.",Vintage Nirvana Incesticide,4,Men's / US XL / EU 56 / 4,Sand,Used,10
NwVntg,68,Band Tees x Rare,5,163,Rare Menswear,Rare Tops,Rare Sweatshirts Hoodies,Lmk if you have any questions!!,Suicide Boys Grey Day Tour 2021 Hoodie,5,Men's / US L / EU 52-54 / 3,Grey,Gently Used,59
_counter_shock_,50,Band Tees x Streetwear,5,1880,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"!!!! CHECK MY OTHER ITEMS !!!!
Vintage 90s Blackbird Airplane Fighter USA Black Tee
Good condition. Faded color, cracked print, item grungy, spot, hole. See pics!
Size - XL ( check measurements )
Worldwide Shipping:
USA 2-4 weeks
Australia and Canada 3-6 weeks
Europe 2-4 weeks
Asia 3-5 weeks
Please be careful and ask any specific questions about item before purchasing. I can send you additional details photos as needed.
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@",Vintage 90s Blackbird Tactical Fighter Airplane Black Tee,20,Men's / US XL / EU 56 / 4,Black,Used,950
_counter_shock_,65,Band Tees x Streetwear,5,1880,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"!!!! CHECK MY OTHER ITEMS !!!!
Vintage 2000s Iporn Sex Sexy Girl Porn Star Black Tee
Good condition. Faded color, cracked print, item grungy. See pics!
Size - L (on tag XL) ( check measurements )
Measurements:
length - 24,8"" (63 cm)
armpits - 22,44"" (57 cm)
shoulders - 19,29"" (49 cm)
sleeves - 8,66"" (22 cm)
Worldwide Shipping:
Approximate delivery time 14-30 Days
Please be careful and ask any specific questions about item before purchasing. I can send you additional details photos as needed.
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@",Vintage 2000s Iporn Sex Sexy Girl Porn Star Black Tee,8,Men's / US L / EU 52-54 / 3,Black,Used,950
